"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"1",4.30141675882694e-263,4.00598956268538,0.315,0.056,1.57436154789825e-258,"0","CD96"
"2",3.82984437513654e-197,3.86099655428985,0.252,0.046,1.40176133974373e-192,"0","BCL11B"
"3",3.45168380816491e-210,3.76941616668224,0.281,0.056,1.26335079062644e-205,"0","IL7R"
"4",2.25621291355995e-169,3.63036290539074,0.257,0.058,8.25796488492077e-165,"0","ACAP1"
"5",3.42886329832773e-163,3.60119196580319,0.277,0.072,1.25499825582093e-158,"0","CARD11"
"6",1.68288202222563e-208,3.58488879395181,0.26,0.046,6.15951648954803e-204,"0","CD69"
"7",1.57448348315059e-248,3.41936718512525,0.38,0.095,5.76276699667946e-244,"0","SKAP1"
"8",2.01975207237387e-128,2.77197749384087,0.373,0.163,7.39249456009562e-124,"0","RIPOR2"
"9",2.30264656799344e-91,2.77029144016691,0.272,0.11,8.42791670351277e-87,"0","ITGAL"
"10",7.14108099807922e-87,2.75117713126004,0.284,0.123,2.61370705610698e-82,"0","IKZF1"
"11",4.67833804008555e-53,2.50191900825551,0.284,0.162,1.71231850605171e-48,"0","CLEC2D"
"12",3.22077793574223e-200,2.27532027836475,0.527,0.241,1.17883693226101e-195,"0","PTPRC"
"13",3.00073553645538e-133,2.23848256097138,0.481,0.269,1.09829921369803e-128,"0","ARHGAP15"
"14",8.00579791117033e-55,2.16747762011694,0.291,0.163,2.93020209346745e-50,"0","ARAP2"
"15",1.39959839322276e-33,2.11948764768071,0.282,0.192,5.12267007903461e-29,"0","PARP8"
"16",1.35344861123395e-27,2.07942768459259,0.274,0.196,4.95375726197739e-23,"0","PDE7A"
"17",2.27869887876996e-26,2.07023473672838,0.292,0.223,8.34026576618594e-22,"0","RESF1"
"18",2.11870274918269e-70,2.00694085564671,0.442,0.323,7.75466393228355e-66,"0","ANKRD44"
"19",1.44030169907481e-39,1.94249854591809,0.26,0.153,5.27164824878372e-35,"0","LCP2"
"20",1.02370671461887e-52,1.92778405612327,0.297,0.168,3.74686894617654e-48,"0","DOCK2"
"21",3.82355345296534e-70,1.92582938788969,0.343,0.189,1.39945879931985e-65,"0","FYB1"
"22",3.1024745879939e-38,1.80209067237158,0.27,0.165,1.13553672395165e-33,"0","IQGAP2"
"23",7.53316998841069e-22,1.79505403879406,0.264,0.196,2.7572155474582e-17,"0","INPP5D"
"24",6.80887836606604e-40,1.76267513914071,0.275,0.165,2.49211757076383e-35,"0","AOAH"
"25",4.57747159060485e-20,1.71568208389874,0.28,0.219,1.67540037687728e-15,"0","NLRC5"
"26",1.1166504764124e-38,1.69577150092131,0.3,0.192,4.08705240871701e-34,"0","MYO1F"
"27",5.67515521678438e-12,1.68157769273586,0.284,0.257,2.07716356089525e-07,"0","CDC42SE2"
"28",3.70384241467691e-31,1.55899224005038,0.398,0.342,1.3556433621959e-26,"0","EML4"
"29",4.35877553025455e-09,1.52566886625728,0.256,0.229,0.000159535543182847,"0","SH3KBP1"
"30",8.4834672340051e-13,1.5023301949038,0.258,0.214,3.1050338423182e-08,"0","ADGRE5"
"31",1.36071868676333e-36,1.42783679351793,0.481,0.46,4.98036646542245e-32,"0","RNF213"
"32",2.16258308245032e-11,1.40156364505364,0.308,0.286,7.91527034007643e-07,"0","EVL"
"33",6.1748080101122e-13,1.39722297737011,0.372,0.377,2.26004147978116e-08,"0","ATM"
"34",9.03152514078529e-11,1.38507264737163,0.269,0.235,3.30562851677882e-06,"0","ETS1"
"35",2.68451902305092e-35,1.38340632889025,0.406,0.329,9.82560807626867e-31,"0","DOCK10"
"36",4.16312758391238e-42,1.33265804777423,0.314,0.195,1.52374632698777e-37,"0","ANK3"
"37",1.08993738681847e-27,1.30185720194088,0.364,0.288,3.98927982949428e-23,"0","DOCK8"
"38",1.17914882097139e-13,1.27946874496963,0.425,0.466,4.3158025996374e-09,"0","SMCHD1"
"39",3.56324305441723e-30,1.19914189058775,0.395,0.314,1.30418259034725e-25,"0","RUNX1"
"40",3.41109753417439e-17,1.14192435389267,0.354,0.305,1.24849580848317e-12,"0","INPP4B"
"41",6.13193642320363e-16,1.1330153492754,0.366,0.332,2.24435005025676e-11,"0","CD44"
"42",1.22490426133745e-06,1.10753698044147,0.329,0.332,0.0448327208692118,"0","FYN"
"43",9.87129916631525e-16,1.0246544746501,0.454,0.469,3.61299420786305e-11,"0","SYNE2"
"44",3.0054417397786e-12,1.00546157700556,0.383,0.36,1.10002173117636e-07,"0","CHST11"
"45",1.25854557334634e-07,0.810510708530907,0.182,0.276,0.00460640265300495,"0","PRMT2"
"46",3.27451683715566e-09,0.781068490067931,0.164,0.259,0.000119850590756734,"0","LNPEP"
"47",9.57306935642491e-07,0.75316217641242,0.188,0.28,0.0350383911514508,"0","ZZEF1"
"48",3.10209590204178e-08,0.746025725414092,0.174,0.271,0.00113539812110631,"0","PIKFYVE"
"49",2.98527553514254e-11,0.73754575667354,0.156,0.258,1.09264069861752e-06,"0","DIP2A"
"50",3.22948258251453e-09,0.735852227537433,0.166,0.262,0.000118202292002614,"0","STT3B"
"51",0,4.12945438867144,0.493,0.041,0,"1","UNC13C"
"52",0,3.86881015786282,0.281,0.015,0,"1","CASQ2"
"53",0,3.8050441843358,0.52,0.054,0,"1","P2RX1"
"54",0,3.78454726846747,0.807,0.141,0,"1","RYR2"
"55",0,3.78337056162799,0.599,0.058,0,"1","LDB3"
"56",0,3.7474894187335,0.47,0.04,0,"1","ADCY5"
"57",0,3.73034859239363,0.284,0.023,0,"1","AL583808.1"
"58",0,3.66013696945979,0.25,0.015,0,"1","PDE4C"
"59",0,3.65013423096427,0.512,0.06,0,"1","DGKG"
"60",0,3.54929530469264,0.618,0.078,0,"1","RGS6"
"61",0,3.54114486058983,0.305,0.027,0,"1","AL450332.1"
"62",0,3.51688143485887,0.508,0.07,0,"1","MYOM1"
"63",0,3.50399576892635,0.881,0.212,0,"1","CARMN"
"64",0,3.46724576334284,0.25,0.015,0,"1","ADRA1A"
"65",0,3.42718853940588,0.54,0.082,0,"1","HPSE2"
"66",0,3.34578293058961,0.285,0.023,0,"1","RBPMS2"
"67",0,3.29888172806376,0.648,0.089,0,"1","NTRK3"
"68",0,3.23104248172057,0.773,0.153,0,"1","LMOD1"
"69",0,3.20925132984621,0.299,0.033,0,"1","FRK"
"70",0,3.14015373466031,0.462,0.065,0,"1","DPY19L2"
"71",4.06071075072251e-244,3.13402056931544,0.26,0.034,1.48626074187195e-239,"1","PIP5K1B"
"72",0,3.08905555759553,0.503,0.076,0,"1","FHL5"
"73",0,3.07621841278557,0.88,0.286,0,"1","MYH11"
"74",8.06786202442954e-304,3.05650568550383,0.298,0.034,2.95291817956146e-299,"1","SUSD5"
"75",0,3.03965061633419,0.343,0.039,0,"1","JPH2"
"76",0,2.94591464881444,0.457,0.069,0,"1","COL4A5"
"77",0,2.93512239602117,0.401,0.056,0,"1","FREM1"
"78",0,2.93470829849085,0.772,0.269,0,"1","SORBS2"
"79",2.14287066118093e-253,2.93178940048922,0.27,0.035,7.84312090698831e-249,"1","CSRP2"
"80",0,2.92283332392937,0.557,0.087,0,"1","SPEG"
"81",0,2.83200876363993,0.345,0.045,0,"1","CNN1"
"82",0,2.82989534173187,0.343,0.045,0,"1","NPNT"
"83",0,2.82892528712241,0.706,0.177,0,"1","ADGRL3"
"84",0,2.79480284899851,0.644,0.128,0,"1","TTLL7"
"85",3.34737926523244e-256,2.77549718481903,0.264,0.032,1.22517428486773e-251,"1","LINC00702"
"86",0,2.76935416955981,0.409,0.072,0,"1","WTIP"
"87",0,2.75976070884368,0.778,0.244,0,"1","SYNPO2"
"88",0,2.75447946690528,0.642,0.131,0,"1","AKAP6"
"89",0,2.75364308135753,0.37,0.051,0,"1","EDNRA"
"90",0,2.69432208375857,0.364,0.055,0,"1","EFHD1"
"91",0,2.65094749523972,0.459,0.073,0,"1","ITGA7"
"92",2.14266711452099e-238,2.64716572608869,0.269,0.038,7.84237590585827e-234,"1","PDE8B"
"93",9.17057096483466e-258,2.64637653568127,0.324,0.053,3.35652067883913e-253,"1","FAM13C"
"94",0,2.6409308899357,0.376,0.059,0,"1","RNF150"
"95",0,2.6364276342988,0.89,0.442,0,"1","RBPMS"
"96",4.28288320406394e-302,2.62857862017123,0.363,0.057,1.56757808151944e-297,"1","ITIH5"
"97",2.06237608007727e-304,2.61270389668288,0.408,0.076,7.54850269069083e-300,"1","ERBB4"
"98",0,2.60088212243197,0.597,0.144,0,"1","PRUNE2"
"99",1.18250232909408e-233,2.56442715835993,0.25,0.031,4.32807677471723e-229,"1","IGSF9B"
"100",0,2.55619853181593,0.672,0.173,0,"1","RCAN2"
"101",0,4.88624936457936,0.257,0.012,0,"2","SCARA5"
"102",0,4.67475825203945,0.316,0.021,0,"2","ZNF385B"
"103",0,4.59632277582677,0.316,0.025,0,"2","KCND2"
"104",0,4.39215111654098,0.339,0.025,0,"2","AOX1"
"105",0,4.10948120556233,0.639,0.105,0,"2","FBLN1"
"106",0,3.99410414830583,0.37,0.034,0,"2","VIT"
"107",0,3.92983174346862,0.55,0.077,0,"2","ABCA9"
"108",0,3.90593220679552,0.45,0.055,0,"2","SVEP1"
"109",0,3.89503524434388,0.626,0.104,0,"2","ABCA10"
"110",0,3.83991624577171,0.413,0.075,0,"2","C3"
"111",0,3.80621931418471,0.376,0.047,0,"2","TWIST2"
"112",0,3.74287384048994,0.613,0.095,0,"2","PID1"
"113",0,3.69586082708428,0.823,0.332,0,"2","LAMA2"
"114",0,3.69083949908106,0.513,0.106,0,"2","LSAMP"
"115",0,3.68892594788676,0.6,0.114,0,"2","DCN"
"116",1.21992143045816e-266,3.67497930004386,0.288,0.039,4.46503442761993e-262,"2","KCNIP1"
"117",0,3.65318171385625,0.675,0.126,0,"2","ABCA6"
"118",0,3.64343655660028,0.458,0.093,0,"2","NOX4"
"119",0,3.62541400024133,0.697,0.146,0,"2","BICC1"
"120",0,3.6176898588239,0.354,0.044,0,"2","PODN"
"121",8.04926516904687e-235,3.51406587053103,0.268,0.039,2.94611154452285e-230,"2","F3"
"122",1.42925472033142e-306,3.45555091854632,0.324,0.043,5.23121520188502e-302,"2","DNM1"
"123",0,3.37004302627999,0.42,0.074,0,"2","CACNB4"
"124",2.11889719086698e-262,3.34398201476306,0.279,0.036,7.75537560829225e-258,"2","AC108734.4"
"125",4.14719440700535e-262,3.29624385217506,0.31,0.048,1.51791462490803e-257,"2","ADH1B"
"126",0,3.26664099461021,0.624,0.13,0,"2","SLIT2"
"127",0,3.2551800554413,0.365,0.054,0,"2","FGF7"
"128",0,3.23497832014608,0.608,0.158,0,"2","DCLK1"
"129",5.90427247572764e-256,3.21341603069743,0.278,0.037,2.16102276884107e-251,"2","MFAP5"
"130",0,3.20000114951128,0.513,0.074,0,"2","ABCA8"
"131",0,3.06043953937439,0.652,0.219,0,"2","NEGR1"
"132",6.58894813346719e-194,3.0173511096342,0.261,0.046,2.41162090633033e-189,"2","SMOC2"
"133",2.02741927919034e-254,2.9378781194776,0.416,0.102,7.42055730376458e-250,"2","SPOCK1"
"134",0,2.93563705263991,0.633,0.175,0,"2","COL6A3"
"135",5.6837189595858e-174,2.90707884305198,0.253,0.049,2.080297976398e-169,"2","CGNL1"
"136",1.07439830294447e-121,2.89748940795556,0.283,0.089,3.93240522860707e-117,"2","GALNT15"
"137",7.32527167202043e-199,2.8837708447289,0.418,0.132,2.6811226846762e-194,"2","CCDC80"
"138",1.96551733534127e-183,2.8127072394144,0.265,0.051,7.1939899990826e-179,"2","TENM4"
"139",2.58118993623936e-233,2.78395896449765,0.344,0.069,9.44741328562968e-229,"2","ADAMTSL1"
"140",1.34074957379257e-221,2.76382492577232,0.303,0.055,4.9072775150382e-217,"2","ZFHX4"
"141",1.24725420129135e-236,2.72995960774918,0.37,0.081,4.56507510214646e-232,"2","PDGFRA"
"142",1.24574531400456e-172,2.68333135858632,0.33,0.088,4.55955242378807e-168,"2","FBLN5"
"143",6.18525221400287e-272,2.6668343378825,0.472,0.124,2.26386416284719e-267,"2","UST"
"144",1.89301769493372e-264,2.62557355636239,0.448,0.112,6.9286340652269e-260,"2","PTPRS"
"145",8.06632555785194e-132,2.60333210567594,0.254,0.064,2.95235581742939e-127,"2","APOD"
"146",5.112276401363e-169,2.59713208578328,0.274,0.059,1.87114428566287e-164,"2","ASAP3"
"147",4.076595493118e-183,2.59464829799366,0.318,0.075,1.49207471643612e-178,"2","MEG8"
"148",2.51923923076834e-214,2.58659513828012,0.494,0.169,9.2206675085352e-210,"2","KCNT2"
"149",8.36365685232229e-222,2.57313347512391,0.417,0.117,3.06118204451848e-217,"2","GLI3"
"150",2.44507677010818e-207,2.55415052167936,0.343,0.078,8.94922548627295e-203,"2","IL16"
"151",0,4.16136376680809,0.469,0.062,0,"3","SLC11A1"
"152",0,3.9799168271237,0.337,0.045,0,"3","SLC28A3"
"153",4.97377811117973e-276,3.97263365336557,0.255,0.026,1.82045252647289e-271,"3","VSIG4"
"154",0,3.95727978005964,0.371,0.045,0,"3","MS4A6A"
"155",0,3.91140314438818,0.38,0.039,0,"3","LILRB4"
"156",0,3.8029122902766,0.595,0.08,0,"3","ITGAX"
"157",4.86966326928927e-276,3.769585125249,0.266,0.029,1.78234545319257e-271,"3","FCER1G"
"158",2.32553265718549e-272,3.74411051787078,0.264,0.029,8.5116820785646e-268,"3","CLEC5A"
"159",0,3.73971917880092,0.512,0.071,0,"3","CD163"
"160",0,3.73533178590441,0.354,0.036,0,"3","CLEC7A"
"161",0,3.71311598965082,0.366,0.044,0,"3","CSF2RA"
"162",0,3.64979286045573,0.392,0.047,0,"3","WDFY4"
"163",7.389307987319e-229,3.64959438586754,0.362,0.083,2.70456061643863e-224,"3","CHI3L1"
"164",0,3.64306367773607,0.317,0.032,0,"3","FGD2"
"165",0,3.63592793377775,0.384,0.059,0,"3","MARCO"
"166",3.70879293894047e-299,3.61184724138314,0.314,0.041,1.3574553035816e-294,"3","IFI30"
"167",1.49707137483217e-279,3.57372016962057,0.262,0.027,5.47943093902322e-275,"3","TRPM2"
"168",0,3.57184980540733,0.287,0.03,0,"3","MNDA"
"169",0,3.54012295435683,0.511,0.076,0,"3","ITGAM"
"170",3.7453445533746e-193,3.53121683056835,0.268,0.05,1.37083355998064e-188,"3","C1QB"
"171",0,3.52570531648703,0.554,0.087,0,"3","ALOX5"
"172",2.49150556589971e-217,3.50286745551201,0.288,0.051,9.11915952174953e-213,"3","APOC1"
"173",1.90205488183054e-213,3.48835195498597,0.452,0.146,6.96171107298798e-209,"3","SPP1"
"174",0,3.4603672873013,0.454,0.085,0,"3","LNCAROD"
"175",0,3.45724304034788,0.31,0.036,0,"3","FPR3"
"176",2.5947624972257e-239,3.45705830017149,0.269,0.038,9.49709021609578e-235,"3","CD14"
"177",1.04609115752908e-286,3.45582559824635,0.263,0.026,3.82879824567219e-282,"3","CD86"
"178",0,3.44302283905482,0.568,0.119,0,"3","MRC1"
"179",1.17631547181415e-280,3.43496247020541,0.269,0.029,4.30543225838697e-276,"3","LILRB1"
"180",1.2504608820242e-243,3.43360620814039,0.482,0.152,4.57681187429678e-239,"3","LYZ"
"181",9.95808970036187e-270,3.43294671460126,0.27,0.032,3.64476041122945e-265,"3","ST18"
"182",0,3.42038446158256,0.341,0.045,0,"3","PLEK"
"183",2.55615253046603e-283,3.39780498172777,0.255,0.024,9.35577387675872e-279,"3","LST1"
"184",1.44297171857895e-295,3.39192420121946,0.32,0.044,5.2814207871708e-291,"3","TYROBP"
"185",0,3.38884658654013,0.49,0.118,0,"3","FBP1"
"186",4.22648100803467e-271,3.38624558136655,0.306,0.043,1.54693431375077e-266,"3","HLA-DQA1"
"187",0,3.3766061285318,0.545,0.095,0,"3","CYBB"
"188",0,3.35593162052384,0.493,0.063,0,"3","SYK"
"189",0,3.34813102958482,0.394,0.048,0,"3","SPI1"
"190",8.02757526110854e-247,3.34703915365054,0.268,0.035,2.93817282131834e-242,"3","TMEM176B"
"191",0,3.31311635269912,0.33,0.04,0,"3","NCF2"
"192",0,3.29951466169415,0.476,0.073,0,"3","TFEC"
"193",7.54382956149867e-305,3.29944949341377,0.388,0.07,2.76111705780413e-300,"3","LPL"
"194",0,3.284800750666,0.542,0.123,0,"3","FMN1"
"195",6.215069662663e-308,3.28297195903768,0.394,0.071,2.27477764723129e-303,"3","AC025580.2"
"196",2.03385435587663e-234,3.25670516355487,0.254,0.033,7.44411032794404e-230,"3","FCGR2A"
"197",2.70502945236364e-258,3.24379139478959,0.286,0.039,9.90067829859614e-254,"3","ADAM28"
"198",0,3.22904288189916,0.4,0.064,0,"3","ZNF804A"
"199",0,3.22207670470311,0.524,0.108,0,"3","SLC1A3"
"200",0,3.20609739653576,0.385,0.045,0,"3","HCK"
"201",0,5.1042621671391,0.29,0.022,0,"4","TPO"
"202",0,4.66525019927844,0.332,0.023,0,"4","NOSTRIN"
"203",5.90603862884946e-211,3.62990264829846,0.294,0.048,2.16166919854519e-206,"4","ELOVL7"
"204",3.01038160319695e-238,3.5584033751895,0.265,0.031,1.10182977058612e-233,"4","NR5A2"
"205",0,3.55528637698429,0.583,0.107,0,"4","EMCN"
"206",4.31156570027178e-182,3.46621307968313,0.263,0.044,1.57807616195648e-177,"4","RAMP3"
"207",0,3.34773106413655,0.621,0.138,0,"4","ADGRL4"
"208",0,3.25229156133395,0.494,0.078,0,"4","DIPK2B"
"209",1.70246519672984e-229,3.16035815762731,0.346,0.062,6.2311928665509e-225,"4","MYO5C"
"210",0,3.15114103081909,0.509,0.102,0,"4","CYYR1"
"211",7.75104377542218e-262,3.1505662159725,0.383,0.067,2.83695953224227e-257,"4","RAPGEF3"
"212",1.46944637052843e-211,3.14346928938355,0.364,0.078,5.3783206607711e-207,"4","PLVAP"
"213",2.31976299481077e-215,3.11972354359024,0.348,0.067,8.49056453730691e-211,"4","AL589693.1"
"214",2.95399993108021e-128,3.0560813691304,0.269,0.065,1.08119351477467e-123,"4","SPRY1"
"215",8.01647989394901e-216,2.99050359474403,0.468,0.133,2.93411180598428e-211,"4","RYR3"
